,source,author,title,description,url,urlToImage,publishedAt,content
573,"{'id': None, 'name': 'Yahoo.com'}",Ryan Cooper,America has one of the world's worst coronavirus responses,"The world is gripped by the coronavirus pandemic. At time of writing there were about 225,000 confirmed cases in total, and 9,300 deaths. Europe is for the moment the epicenter of the outbreak, particularly in Italy where the virus has overwhelmed the health …",https://news.yahoo.com/america-one-worlds-worst-coronavirus-095001830.html,https://s.yimg.com/ny/api/res/1.2/knbhhTYBy9Dwo_wN5.vHJA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyODA7aD04NTMuMzMzMzMzMzMzMzMzNA--/https://s.yimg.com/uu/api/res/1.2/c4YXQT9HgtGnqemJErXHsw--~B/aD01NjA7dz04NDA7c209MTthcHBpZD15dGFjaHlvbg--/https://media.zenfs.com/en/the_week_574/1b69b97403f0fc94e6b948523d82eee9,2020-03-20T09:50:01Z,"The world is gripped by the coronavirus pandemic. At time of writing there were about 225,000 confirmed cases in total, and 9,300 deaths. Europe is for the moment the epicenter of the outbreak, particularly in Italy where the virus has overwhelmed the health … [+8162 chars]"
574,"{'id': None, 'name': 'Yahoo.com'}","Michael O'Boyle, Samy Adghirni and Patrick Gillespie",Latin America Isn’t Ready for the Virus Onslaught Headed Its Way,"(Bloomberg) -- For weeks, as the world was gripped by panic over the spreading coronavirus, Latin America looked largely unscathed. Supermarkets were stocked, buses still crowded and, as recently as a few days ago, the Mexican and Brazilian presidents were un…",https://news.yahoo.com/latin-america-isn-t-ready-101519689.html,https://s.yimg.com/ny/api/res/1.2/Ns1nU3RY9LpJ08g372Mvxw--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyODA7aD03MjA-/https://s.yimg.com/uu/api/res/1.2/mF8UApLcr20lii3e9wwezg--~B/aD02NzU7dz0xMjAwO3NtPTE7YXBwaWQ9eXRhY2h5b24-/https://media.zenfs.com/en/bloomberg_politics_602/01cbbd96d83a46f32b2ea5f13d6c5b70,2020-03-20T10:15:19Z,"(Bloomberg) --
For weeks, as the world was gripped by panic over the spreading coronavirus, Latin America looked largely unscathed. Supermarkets were stocked, buses still crowded and, as recently as a few days ago, the Mexican and Brazilian presidents were u… [+5410 chars]"
575,"{'id': None, 'name': 'Yahoo.com'}",Mario Koran in San Francisco and Sam Levin in Los Angeles,All Californians ordered to shelter in place as governor estimates more than 25m will get virus,"Governor’s letter to Trump says roughly 56% of state’s residents likely to contract disease over eight weeks * Coronavirus – latest updates * See all our coronavirus coverageCalifornia has extended its shelter-in-place order to cover the entire state, the gov…",https://news.yahoo.com/more-half-californians-likely-coronavirus-002641410.html,https://s.yimg.com/ny/api/res/1.2/7M4SWy4D5UBQRXq4JyDORQ--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEwMDA7aD02MDA-/https://s.yimg.com/uu/api/res/1.2/yZSLaEjggctY9037c.iytQ--~B/aD0zMDA7dz01MDA7c209MTthcHBpZD15dGFjaHlvbg--/https://media.zenfs.com/en-GB/the_guardian_765/5ae1034762b01d9946cc312187e575d7,2020-03-20T02:42:36Z,"Photograph: Rich Pedroncelli/AP
California has extended its shelter-in-place order to cover the entire state, the governor announced on Thursday, in a dramatic escalation of efforts to battle the coronavirus outbreak.
The order, which will go into force on … [+5222 chars]"
576,"{'id': None, 'name': 'Marketwatch.com'}","Thomas H. Stoner Jr., David Schimel",Outside the Box: Coronavirus will realign investors’ priorities toward a new normal of sustainability,"The deadly virus is a stress test, of sorts, for the challenges of climate change.",https://www.marketwatch.com/story/coronavirus-will-realign-investors-priorities-toward-a-new-normal-of-sustainability-2020-03-20,http://s.marketwatch.com/public/resources/MWimages/MW-GM689_Solar__ZG_20180718080620.jpg,2020-03-20T13:51:56Z,"Its becoming clearer by the hour that the coronavirus pandemic represents an unprecedented global threat to both public health and global economies. The speed of the crisis and the change to our everyday existence, as well as the threat to our most vulnerable… [+5708 chars]"
577,"{'id': None, 'name': 'Marketwatch.com'}",Steve Goldstein,Need to Know: Why a JPMorgan strategist says markets are about to get calmer if not better,"No one knows what’s next in store with the coronavirus pandemic. But markets may get a little less turbulent soon, says a JPMorgan strategist.",https://www.marketwatch.com/story/why-a-jpmorgan-strategist-says-markets-are-about-to-get-calmer-if-not-better-2020-03-20,http://s.marketwatch.com/public/resources/MWimages/MW-IC683_surfer_ZG_20200320061634.jpg,2020-03-20T09:33:48Z,"One sign of just how intense the market turmoil has been is when decadeslong views get thrown out the window.
Albert Edwards, the strategist at Société Générale who has been right about bonds and wrong about stocks for the duration of the just-ended bull mar… [+3763 chars]"
578,"{'id': None, 'name': 'Marketwatch.com'}",Andrea Riquier,Record fund flows reflect financial market volatility,"In a week of turbulent financial markets, investors moved in and out of funds at record paces.",https://www.marketwatch.com/story/record-fund-flows-reflect-financial-market-volatility-2020-03-20,http://s.marketwatch.com/public/resources/MWimages/MW-HX843_dollar_ZG_20200106140136.jpg,2020-03-20T11:12:28Z,"Investors are moving money around like never before
Mutual- and exchange-traded funds saw record money flows in the most recent week as financial markets convulsed on fears the coronavirus pandemic was crushing the economy. 
The biggest overall inflows in t… [+1366 chars]"
579,"{'id': None, 'name': 'Cnet.com'}",Carrie Mihalcik,US border with Mexico will close to nonessential traffic amid coronavirus outbreak - CNET,Similar restrictions along the northern border with Canada​ were announced earlier this week.,https://www.cnet.com/news/us-border-with-mexico-will-close-to-nonessential-traffic-amid-coronavirus-outbreak/,https://cnet1.cbsistatic.com/img/zhFK5dEjIq7ujmFxA3ShNqkHx5w=/756x567/2020/03/20/fe41e713-f81e-40c6-8190-45eddf62189f/trump-gettyimages-1213713836.jpg,2020-03-20T17:00:00Z,"President Donald Trump speaks during a coronavirus task force briefing at the White House.
Alex Wong/Getty Images
For the most up-to-date news and information about the coronavirus pandemic, visit the WHO website.
President Donald Trump on Friday said that… [+944 chars]"
580,"{'id': None, 'name': 'Nature.com'}",Amy Maxmen,Scientists exposed to coronavirus wonder: why weren’t we notified?,"US authorities are failing to test people and notify their contacts, a cornerstone of outbreak response.",https://www.nature.com/articles/d41586-020-00823-w?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+nature%2Frss%2Fcurrent+%28Nature+-+Issue%29,https://media.nature.com/lw1024/magazine-assets/d41586-020-00823-w/d41586-020-00823-w_17815196.jpg,2020-03-20T00:00:00Z,"Health departments around the world are struggling to test for coronavirus and notify people who might have been exposed to the disease.Credit: Jeff Pachoud/AFP via Getty
Ive been in the ICU fighting wait for it Coronavirus! tweeted a 38-year-old geneticist … [+9756 chars]"
581,"{'id': None, 'name': 'Nature.com'}",Amy Maxmen,Scientists exposed to coronavirus wonder: why weren’t we notified?,"US authorities are failing to test people and notify their contacts, a cornerstone of outbreak response.",https://www.nature.com/articles/d41586-020-00823-w,https://media.nature.com/lw1024/magazine-assets/d41586-020-00823-w/d41586-020-00823-w_17815196.jpg,2020-03-20T00:00:00Z,"Health departments around the world are struggling to test for coronavirus and notify people who might have been exposed to the disease.Credit: Jeff Pachoud/AFP via Getty
Ive been in the ICU fighting wait for it Coronavirus! tweeted a 38-year-old geneticist … [+9756 chars]"
582,"{'id': None, 'name': 'Jezebel.com'}","Ashley Reese on The Slot, shared by Ashley Reese to Jezebel",We're Not 'All In This Together',"First Lady Melania Trump delivered public service announcement to the “parents of America” regarding the deadly covid-19 outbreak on Friday. From the halls of the White House, Trump straddled a grave yet optimistic tone as she delivered a litany of important …",https://theslot.jezebel.com/were-not-all-in-this-together-1842432474,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/hrukx3s77ldgvhdnqdsq.jpg",2020-03-20T22:30:00Z,"Barf BagWelcome to Barf Bag, a daily politics roundup to help you sort through the chaotic Trumpian news cycle.
First Lady Melania Trump delivered public service announcement to the parents of America regarding the deadly covid-19 outbreak on Friday. From th… [+3156 chars]"
583,"{'id': None, 'name': 'Jalopnik.com'}",David Tracy,Why Car Dealerships Think They Should Stay Open During The Pandemic,"Why car dealers consider themselves “essential” enough to stay open during Coronavirus shutdowns, Tesla is finally stopping car production its Fremont plant, Germany considers pumping tons of money into its economy, and you can forget about new vehicle debuts…",https://jalopnik.com/why-car-dealerships-think-they-should-stay-open-during-1842423822,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/ciew8yy2inv98xi629vt.png",2020-03-20T14:20:00Z,"Why car dealers consider themselves essential enough to stay open during Coronavirus shutdowns, Tesla is finally stopping car production its Fremont plant, Germany considers pumping tons of money into its economy, and you can forget about new vehicle debuts. … [+11936 chars]"
584,"{'id': None, 'name': 'Kottke.org'}",Jason Kottke,Coronavirus: The Hammer and the Dance,"On March 10, Tomas Pueyo published a widely read and praised article called Coronavirus: Why You Must Act Now. Yesterday, in the w",https://kottke.org/20/03/coronavirus-the-hammer-and-the-dance,,2020-03-20T13:27:07Z,"On March 10, Tomas Pueyo published a widely read and praised article called Coronavirus: Why You Must Act Now. Yesterday, in the wake of the Imperial College paper and the criticism of it, Pueyo has published a second article: Coronavirus: The Hammer and the … [+3452 chars]"
585,"{'id': None, 'name': 'Krebsonsecurity.com'}",BrianKrebs,Security Breach Disrupts Fintech Firm Finastra,"Finastra, a company that provides a range of technology solutions to banks worldwide, said it was shutting down key systems in response to a security breach discovered Friday morning. The company's public statement and notice to customers does not mention the…",https://krebsonsecurity.com/2020/03/security-breach-disrupts-fintech-firm-finastra/,,2020-03-20T16:52:19Z,"Finastra, a company that provides a range of technology solutions to banks worldwide, said it was shutting down key systems in response to a security breach discovered Friday morning. The company’s public statement and notice to customers does not mention the… [+4568 chars]"
586,"{'id': None, 'name': 'Thesimpledollar.com'}",Taylor Moore,What’s Happening to Interest Rates and Why Does It Matter?,"On Sunday, the Federal Reserve announced it would slash interest rates by one percentage point down to 0%-0.25% as a rare emergency action against the financial instability caused by the COVID-19, or coronavirus, pandemic. This follows the previous March 3 de…",https://www.thesimpledollar.com/banking/fed-cuts-interest-rates-why-it-matters,https://www.thesimpledollar.com/wp-content/uploads/2020/03/Interest-Rate-Cut-1024x683.jpg,2020-03-20T12:00:36Z,"On Sunday, the Federal Reserve announced it would slash interest rates by one percentage point down to 0%-0.25% as a rare emergency action against the financial instability caused by the COVID-19, or coronavirus, pandemic. This follows the previous March 3 de… [+2562 chars]"
587,"{'id': None, 'name': 'Thesimpledollar.com'}",Samantha Kostaras,4 Things to Try If Trump’s Student Loan Waiver Isn’t Enough,"Recently President Trump announced he will waive the interest on student debt held by federal agencies “until further notice” in response to the COVID-19 coronavirus pandemic. Navient, one of the largest servicers for federal student loans, posted this respon…",https://www.thesimpledollar.com/loans/trump-student-loan-interest-waiver-coronavirus,https://www.thesimpledollar.com/wp-content/uploads/2020/03/javier-trueba-iQPr1XkF5F0-unsplash-1024x683.jpg,2020-03-20T11:00:13Z,"Recently President Trump announced he will waive the interest on student debt held by federal agencies until further notice in response to the COVID-19 coronavirus pandemic. Navient, one of the largest servicers for federal student loans, posted this response… [+3849 chars]"
588,"{'id': None, 'name': 'Marginalrevolution.com'}",Tyler Cowen,My Coronavirus Conversation with Russ Roberts,"We recorded this two days ago on the spur of the moment, the discussion is still current, here is the transcript and audio, here is the CWT summary: Tyler and Russ Roberts joined forces for a special livestreamed conversation on COVID-19, including how both a…",https://marginalrevolution.com/marginalrevolution/2020/03/my-coronavirus-conversation-with-russ-roberts.html,https://marginalrevolution.com/wp-content/uploads/2016/10/MR-logo-thumbnail.png,2020-03-20T04:21:11Z,"We recorded this two days ago on the spur of the moment, the discussion is still current, here is the transcript and audio, here is the CWT summary:
Tyler and Russ Roberts joined forces for a special livestreamed conversation on COVID-19, including how both … [+2215 chars]"
589,"{'id': None, 'name': 'Smallbiztrends.com'}",Brent Leary,Joe Galvin of Vistage: Life After The Coronavirus Pandemic Will Be Different For Small Business,"A report from Vistage talks about how businesses are operating during the pandemic, and how this experience may change business after the coronavirus.",https://smallbiztrends.com/2020/03/business-after-the-coronavirus.html,https://smallbiztrends.com/wp-content/uploads/2020/03/joegalvin_285296.png,2020-03-20T19:30:00Z,"Last year I had a great conversation on what digital transformation means for small businesses with Joe Galvin, chief research officer for Vistage, a peer mentoring membership organization for CEOs, business owners and executives of small- to mid-size busines… [+18435 chars]"
590,"{'id': None, 'name': 'Vox.com'}",Kelsey Piper,This charity is giving cash directly to Americans suffering during the coronavirus crisis,GiveDirectly gives people money. Now it’s doing it for the coronavirus.,https://www.vox.com/future-perfect/2020/3/20/21186007/coronavirus-pandemic-donate-help-cash-benefits,https://cdn.vox-cdn.com/thumbor/7VDTnZheXdDLItI6A7pMB_0uCf4=/0x379:4664x2821/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/19821985/1207849796.jpg.jpg,2020-03-20T20:30:00Z,New Yorkers wait for coronavirus testing. | Photo by ANGELA WEISS/AFP via Getty Images GiveDirectly gives people money. Now it’s doing it for the coronavirus. If you’re one of the millions of Americans who have been laid off as the coronavirus pandemic brings… [+5728 chars]
591,"{'id': None, 'name': 'Vox.com'}",Rebecca Jennings,What we can learn from quarantine videos around the world,"People in Wuhan and Italy have been making TikTok videos of life in quarantine and isolation, and are showing the rest of the world what’s to come.",https://www.vox.com/the-goods/2020/3/20/21186852/quarantine-videos-italy-wuhan-tiktok,https://cdn.vox-cdn.com/thumbor/Z2qX-byHMmaRUFddJZK9mULqg5U=/0x20:2550x1355/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/19818670/My_Post__7_.png,2020-03-20T12:00:00Z,"Daniel Ou Yang was in Wuhan for Lunar New Year when the city was shut down. So he made TikToks about it. | @danielouyang/TikTok People in Wuhan and Italy have been making TikToks of life in isolation, and are showing the rest of the world what’s to come. Dani… [+7245 chars]"
592,"{'id': None, 'name': 'Vox.com'}",Brian Resnick,The 9 most important unanswered questions about Covid-19,Is reinfection possible? WIll it be seasonal? How prevalent is it really? These are some of the top questions on researchers’ minds.,https://www.vox.com/science-and-health/2020/3/20/21173472/coronavirus-pandemic-unknowns-questions-seasonality-reinfection-covid-19,https://cdn.vox-cdn.com/thumbor/FOVqogxXX03aIbFPogJjia3xNU4=/0x0:5534x2897/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/19816113/GettyImages_1207608740.jpg,2020-03-20T13:10:00Z,"Virginia Hospital Center outpatient lab specialists open a drive-through coronavirus testing site in Arlington, Virginia, on March 18, 2020. | Drew Angerer/Getty Images Is reinfection possible? WIll it be seasonal? How prevalent is it really? These are some o… [+21711 chars]"
593,"{'id': 'politico', 'name': 'Politico'}",Alex Thompson,Laid-off Bloomberg staffers exposed to coronavirus,"The notice came in a late-night, mundane email on Thursday to workers in the Manhattan headquarters, hours before workers were let go.",https://www.politico.com/news/2020/03/20/bloomberg-staffers-exposed-to-coronavirus-139466,https://static.politico.com/46/38/36b26f27418d98877964e2243936/200227-mike-bloomberg-getty-773.jpg,2020-03-20T19:54:01Z,"The campaign recommended employees work from home for the next two weeks, spurring panic among some staffers given their health insurance will end in just 11 days. 
Think about the potential of someone getting hospitalized on April 1, without coverage, fight… [+1701 chars]"
594,"{'id': 'politico', 'name': 'Politico'}",Ryan Heath,How Green is Your Bailout?,Coronavirus is testing the sustainability commitments of governments and companies,https://www.politico.com/news/2020/03/20/how-green-is-your-bailout-138105,https://static.politico.com/94/ff/fbcfd86f48c381c104e35bdd27ed/global-translations-share.png,2020-03-20T12:38:44Z,"The U.S. private sector has so far led the way globally for better and worse. American companies are helping more staff work from home than anywhere else, but they're also firing workers and refusing them sick leave in massive numbers. Some of the worlds rich… [+5291 chars]"
595,"{'id': 'politico', 'name': 'Politico'}",Shia Kapos,‘We know this will be hard’: Pritzker orders Illinois residents to hunker down amid coronavirus,"Starting Saturday afternoon, residents will be allowed to go to grocery stores, pharmacies and handle other essentials but are told to otherwise stay home.",https://www.politico.com/news/2020/03/20/illinois-pritzker-coronavirus-139601,https://static.politico.com/a3/f5/589bedee4b34b195c5e5d919559a/200320-prtizker-gty-773.jpg,2020-03-20T21:34:31Z,"""Now is not the time for half measures We need to act swiftly. We have seen what happens when we dont mobilize, she said, pointing to other countries that have been hit hard by the virus. We must be intentional about flattening the curve.Essential employees w… [+1140 chars]"
596,"{'id': 'politico', 'name': 'Politico'}",Maggie Severns and James Arkin,Coronavirus shock slams campaign fundraising,Campaigns and organizations are already feeling the pinch from the economic freeze and social distancing brought on by the pandemic.,https://www.politico.com/news/2020/03/20/coronavirus-campaign-fundraising-138381,https://static.politico.com/df/13/9a10c9714203b0c2465fc56bf1ad/200319-digital-biden-gty-773.jpg,2020-03-20T08:30:39Z,"Run for Something has canceled events through mid-June, which Litman estimated will cost the group $450,000, approximately 25 percent of its budget for the year.
Both Trump and Biden, who is just beginning to gear up for a general election as the coronavirus… [+2774 chars]"
597,"{'id': 'politico', 'name': 'Politico'}",Caitlin Oprysko,Trump on a nationwide lockdown: 'I don't think we'll ever find that necessary',Trump argued that California and New York were exceptions.,https://www.politico.com/news/2020/03/20/trump-coronavirus-nationwide-lockdown-139330,https://static.politico.com/11/22/6292dfcf46f0a1e2ddbb00b7f35c/200320-trump-getty-773.jpg,2020-03-20T19:35:37Z,"Essentially you've done that in California. You've done that in New York. Those are two hotbeds, he said. But, he added, you go out to the Midwest, you go out to other locations, and they're watching it on television, but they don't have the same problems. Th… [+3430 chars]"
598,"{'id': 'politico', 'name': 'Politico'}",Christopher Cadelago and Holly Otterbein,Bloomberg lays off hundreds as coronavirus bears down,Campaign staffers who were promised jobs through November no matter what are left high and dry.,https://www.politico.com/news/2020/03/20/bloomberg-campaign-layoffs-coronavirus-139362,https://static.politico.com/cf/ed/7aea11a849858a7b5fcd078b12f1/20200302-bloomberg-ap-773.jpg,2020-03-20T18:41:32Z,"I guess its cheaper to give the DNC $18 million than keep promises because @MikeBloomberg just fired his whole campaign staff including those of us promised jobs though November on his IE, Amol Jethwani, a former aide, wrote in a tweet. Disappointed I dont ha… [+5183 chars]"
599,"{'id': 'bleacher-report', 'name': 'Bleacher Report'}",Rory Marsden,Sporting Lisbon President to Work as Doctor During Coronavirus Pandemic,"Sporting Lisbon President  Frederico Varandas has announced he will work as a doctor during the coronavirus pandemic "" as long as Portugal needs it...",https://bleacherreport.com/articles/2882126-sporting-lisbon-president-to-work-as-doctor-during-coronavirus-pandemic,https://img.bleacherreport.net/img/images/photos/003/858/682/hi-res-829376fbb32ccfc4d6e90fe9e10c1d50_crop_exact.jpg?w=1200&h=1200&q=75,2020-03-20T12:12:02Z,"Gualter Fatia/Getty Images
Sporting Lisbon President Frederico Varandas has announced he will work as a doctor during the coronavirus pandemic ""as long as Portugal needs it.""
According to ESPN FC's Adriana Garcia, Varandas is a specialist in sports medicine… [+1740 chars]"
600,"{'id': 'wired', 'name': 'Wired'}",Lily Hay Newman,Coronavirus Sets the Stage for Hacking Mayhem,"As more people work from home and anxiety mounts, expect cyberattacks of all sorts to take advantage.",https://www.wired.com/story/coronavirus-cyberattacks-ransomware-phishing/,"https://media.wired.com/photos/5e716e40a231050008135f6b/191:100/w_1280,c_limit/Security_covidhack_1200921074.jpg",2020-03-19T18:12:10Z,"The novel coronavirus has impacted the global economy, daily life, and human health around the world, changing how people work and interact everyday. But in addition to the pressing threat the virus poses to human health, these rapid changes have also created… [+5285 chars]"
601,"{'id': 'techcrunch', 'name': 'TechCrunch'}",Jonathan Shieber,Markets are mixed in morning trading as industries adjust to the new normal,"After yesterday’s news that the U.S. automakers would temporarily close their doors and the US President Donald Trump invoked the Defense Production Act to shift manufacturing capacity to meet equipment shortages, trading on the major markets was mixed invest…",http://techcrunch.com/2020/03/19/markets-are-mixed-in-morning-trading-as-industries-adjust-to-the-new-normal/,https://techcrunch.com/wp-content/uploads/2014/05/230461728_454833a9e7_o.jpg?w=764,2020-03-19T14:17:08Z,"After yesterday’s news that the U.S. automakers would temporarily close their doors and the US President Donald Trump invoked the Defense Production Act to shift manufacturing capacity to meet equipment shortages, trading on the major markets was mixed invest… [+2281 chars]"
602,"{'id': 'techcrunch', 'name': 'TechCrunch'}",Natasha Lomas,Just Eat cuts its take for 30-days to help restaurants during the COVID-19 crisis,UK takeout marketplace Just Eat has announced a 30-day emergency support package for restaurants on its platform to help them through disruption caused by the coronavirus crisis. From tomorrow (March 20) until April 19 the package — which Just Eat says is wor…,http://techcrunch.com/2020/03/19/just-eat-cuts-its-take-for-30-days-to-help-restaurants-during-the-covid-19-crisis/,https://techcrunch.com/wp-content/uploads/2016/09/just-eat-scooters.jpg?w=601,2020-03-19T19:34:48Z,"UK takeout marketplace Just Eat has announced a 30-day emergency support package for restaurants on its platform to help them through disruption caused by the coronavirus crisis.
From tomorrow (March 20) until April 19 the package — which Just Eat says is wo… [+3659 chars]"
603,"{'id': 'techcrunch', 'name': 'TechCrunch'}",Ingrid Lunden,Startups rethink what it means to be high-touch during a pandemic,"Glossier NYC, in normal times, is typically visited by more than 2,000 people every day, with lines of people from all over the world curling out the door. And when you enter, it’s tempting to touch, well, everything. The walls are adorned with flowers, mirro…",http://techcrunch.com/2020/03/19/startups-rethink-what-it-means-to-be-high-touch-during-a-pandemic/,https://techcrunch.com/wp-content/uploads/2019/03/fullsizeoutput_92.jpeg?w=462,2020-03-19T16:12:56Z,"Glossier NYC, in normal times, is typically visited by more than 2,000 people every day, with lines of people from all over the world curling out the door. And when you enter, its tempting to touch, well, everything.
The walls are adorned with flowers, mirro… [+9093 chars]"
604,"{'id': 'techcrunch', 'name': 'TechCrunch'}",Connie Loizos,When the ‘dry powder’ disappears,"Venture capitalists have raised record-breaking funds in recent years, but that doesn’t always mean the money is there for them when they want it. In extreme downturns, limited partners or LPs — the people and institutions that promise capital to venture capi…",http://techcrunch.com/2020/03/19/when-the-dry-powder-disappears/,https://techcrunch.com/wp-content/uploads/2020/03/Screen-Shot-2020-03-19-at-12.03.20-AM.png?w=475,2020-03-19T07:08:51Z,"Venture capitalists have raised record-breaking funds in recent years, but that doesn’t always mean the money is there for them when they want it. In extreme downturns, limited partners or LPs — the people and institutions that promise capital to venture capi… [+6048 chars]"
605,"{'id': 'techcrunch', 'name': 'TechCrunch'}",Brian Heater,Here’s how TechCrunch is keeping our brains busy while we’re stuck at home,"This is a difficult time. Whoever and wherever you are, your life is likely already changing in ways you never could have anticipated as the world grapples with the fast-spreading global outbreak of a virus we don’t yet fully understand. It’s weird and hard a…",http://techcrunch.com/2020/03/19/covid-19-how-to-stay-entertained-stuck-at-home/,https://techcrunch.com/wp-content/uploads/2020/03/social-distancing-fun1.jpg?w=753,2020-03-19T22:37:48Z,"This is a difficult time. Whoever and wherever you are, your life is likely already changing in ways you never could have anticipated as the world grapples with the fast-spreading global outbreak of a virus we don’t yet fully understand.
It’s weird and hard … [+13262 chars]"
606,"{'id': None, 'name': 'Gizmodo.com'}",Tom McKay,Sen. Richard Burr Sold Up to $1.56 Million in Stock While Publicly Saying U.S. Is Ready for Coronavirus,"Just a few weeks before telling wealthy constituents in private that the global spread of the coronavirus would be “akin to the 1918 pandemic” and while he was in a position to receive briefings from intelligence agencies on the matter, Senate Intelligence Co…",https://gizmodo.com/sen-richard-burr-sold-up-to-1-56-million-in-stock-whi-1842418454,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/zmxomf0pbn3mxlfqhfms.jpg",2020-03-19T23:09:00Z,"Just a few weeks before telling wealthy constituents in private that the global spread of the coronavirus would be akin to the 1918 pandemic and while he was in a position to receive briefings from intelligence agencies on the matter, Senate Intelligence Comm… [+4002 chars]"
607,"{'id': None, 'name': 'Gizmodo.com'}",Matt Novak,"USDA Fights to Take Away Food Stamps From 700,000 Americans Despite Pandemic","The Trump regime is continuing to argue in federal court that it should be allowed to take away food stamps from roughly 700,000 Americans on April 1, according to a new report from the Associated Press. The news comes as covid-19 has already sickened at leas…",https://gizmodo.com/usda-fights-to-take-away-food-stamps-from-700-000-ameri-1842407618,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/wturbepqa6qexhm62nuw.jpg",2020-03-19T11:00:00Z,"The Trump regime is continuing to argue in federal court that it should be allowed to take away food stamps from roughly 700,000 Americans on April 1, according to a new report from the Associated Press. The news comes as covid-19 has already sickened at leas… [+4578 chars]"
608,"{'id': None, 'name': 'Gizmodo.com'}",Bryan Menegus,Sick Days: Stories From People Keeping the World Running,Read more...,https://gizmodo.com/sick-days-stories-from-people-keeping-the-world-runnin-1842410993,"https://i.kinja-img.com/gawker-media/image/upload/c_fill,f_auto,fl_progressive,g_center,h_675,pg_1,q_80,w_1200/eqbricapqkizzvpfcexr.png",2020-03-19T17:30:00Z,"Sick DaysWelcome to Sick Days, a collection of stories from readers on how the current covid-19 health crisis is changing the way they work and the futures they can expect in these uncertain times.
This is the first edition of Sick Days, a new series documen… [+16622 chars]"
609,"{'id': 'mashable', 'name': 'Mashable'}",Siobhan Neela-Stock,Coronavirus is making it even harder for people to access food in America. Here's how to help.,"The coronavirus pandemic is making it much harder for people in America to get a meal. From students who rely on free and reduced meals in schools (and whose schools are now closed), to senior citizens who are staying indoors, making it hard for them to buy g…",https://mashable.com/article/how-to-help-people-eat-during-coronavirus/,https://mondrian.mashable.com/2020%252F03%252F19%252F0d%252Ffa5b2acb0ec74151b8133b24a3761ad1.47afa.jpg%252F1200x630.jpg?signature=69xgWoMO5_zT-fN3vOx5D4jzQMo=,2020-03-19T19:13:53Z,"The coronavirus pandemic is making it much harder for people in America to get a meal.  
From students who rely on free and reduced meals in schools (and whose schools are now closed), to  seniorcitizens who are staying indoors, making it hard for them to bu… [+10978 chars]"
610,"{'id': 'cnn', 'name': 'CNN'}","Matt Egan, CNN Business","Coronavirus could spark another Great Depression, former Trump adviser warns","The widespread shutdown of the American economy because of the coronavirus could spark a repeat of the Great Depression, former Trump economist Kevin Hassett told CNN on Thursday.",https://www.cnn.com/2020/03/19/business/great-depression-coronavirus-kevin-hassett/index.html,https://cdn.cnn.com/cnnnext/dam/assets/200319112213-empty-street-san-francisco-0317-super-tease.jpg,2020-03-19T18:03:24Z,
611,"{'id': 'bbc-news', 'name': 'BBC News'}",https://www.facebook.com/bbcnews,Does pandemic offer US and Iran chance for partial reset?,Jonathan Marcus looks at whether the crisis might lead to some rapprochement between the arch-foes.,https://www.bbc.co.uk/news/world-middle-east-51948510,https://ichef.bbci.co.uk/news/1024/branded_news/54F0/production/_111344712_fdb7fe57-84be-4117-b4fc-80f67b6bda9f.jpg,2020-03-19T02:15:00Z,"Image copyrightEPAImage caption
 The official death toll in Iran from the coronavirus disease has risen to 1,135
We are facing a public health crisis that, in global terms, may be the worst for just over a century. 
No wonder then that the coronavirus pand… [+9018 chars]"
612,"{'id': 'ars-technica', 'name': 'Ars Technica'}",Timothy B. Lee,American Amazon warehouse worker gets COVID-19,"The Queens warehouse is operating again after a deep cleaning, Amazon says.",https://arstechnica.com/tech-policy/2020/03/american-amazon-warehouse-worker-gets-covid-19/,https://cdn.arstechnica.net/wp-content/uploads/2020/03/GettyImages-1136867717-760x380.jpg,2020-03-19T16:13:53Z,"9 with 9 posters participating
An Amazon worker at a warehouse in Queens, New York, has been infected by the coronavirus, Amazon acknowledged in an email to Ars Technica. ""We are supporting the individual who is now in quarantine,"" a spokesperson wrote.
Thi… [+1603 chars]"
